sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89
677B,143755,0.3020427302203584,0.10314095850506383,0.058022850325350935,0.006803372937424625,-0.02242223606844679,0.03706418402120757,0.057241650758775464,-0.0234450268051604,0.006277101848060976,0.03796830124594921,-0.05059866995223158,-0.012471951285969436,-0.015868586181863945,-0.0009624684578857752,-0.0005064948105197979,-0.029103676847716625,-0.00821010685576585,0.013720912718873466,0.018517904854678535,0.02204230989653838,-0.006630813181121236,0.002931996105261914,-0.011270395566823268,0.004926077848462983,-0.009712172780393826,-0.0009702461510974187,0.00038856542421890263,-0.0017780731570835513,0.0009192862666675742,-0.002432947496570783,0.001292829978535087,-0.0010376983987678817,0.00013915643220269465,-0.0009050254905225253,2.2503309137112777e-05,-7.632650076523684e-05,-0.0003456334881176152,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684A,143757,-0.06831773140800766,0.06126623784104418,-0.00896175064904807,0.00012431513559015773,0.013788667494419137,-0.002817524008316425,0.003971708789377205,0.004053990347177451,0.0005996865153630409,-0.02008092465914847,0.009474886170598018,0.007079786436485287,0.003395404674859935,-0.012749113057660829,0.00029690652404830545,-0.0074302285808259035,-0.0009715520585085563,0.00678815375830958,0.009179064375799316,-0.0030519601416628636,-0.005391865686429157,0.0012167233203126938,-0.007774616162145987,0.025505954517262897,-0.001065954272201103,-0.009466353969838758,-0.009515827530120225,-0.00362519665279903,0.002122102378333071,0.0012911617601606327,-0.00011386899161029462,0.0015180761392833766,-0.0022996297639409293,0.0010868924756699749,-0.0019805497518481908,-0.0019044732450714274,-2.4240774341277037e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684B,143758,-0.04726235083871173,0.03703696915720828,-0.03596883901545246,-0.005188901170515355,-0.007734874860094782,0.016352908832533635,-0.03270593446163029,0.010969308539495556,-0.01612960735415831,0.0017125414984292594,-0.006051782022462091,-0.002284213552543396,-0.004075772846716728,-0.0020113637933432296,0.01111430235807702,-0.003036782572868707,-0.001409935549631184,0.0037294218055605975,0.0030054423766752527,0.002745313968134512,-0.005868052364166856,0.008122724670897617,-0.009861110605258683,0.005028459585711418,0.005076722044629064,0.011378830906963807,0.0032989842111362756,-0.0010152126655502288,-0.001982567438689647,-0.00680837419118933,0.002312991093546804,0.0005997062141014539,0.0011928233667770985,-0.0016532717759469456,-0.0014930897238351018,0.0004969144499708041,0.0024991235981043822,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70A,143760,-0.09106375354119567,0.0745293811907633,0.002348121179903102,0.0047509482921998265,0.01262940425048648,-0.017850249192830476,0.016631838875077062,0.012104583767822159,0.033850617760195816,-0.00825522666988376,0.0014124932333280241,0.015113023996229677,-0.013661751722184734,-0.012414865313178706,-0.002386509901355738,-0.009201347075525059,0.003443496891681648,-0.030161888691869677,-0.004800425003436406,0.009923278336178551,0.008131152103909108,-0.010500121553291535,0.003629187356248109,0.010502518696380685,-0.0034767399355798956,0.009688759503096648,0.0018195923163094984,0.004479619967246689,0.0026271874348817626,-0.0004997724526667737,-0.0034571193097194274,0.0031952594988646963,-0.0009500682427686179,0.0004910457081098739,0.002600795136636698,0.0027829156690262202,0.0005100068074013401,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70B,143761,-0.05185249100791281,-0.07830284836993011,-0.08241611683975397,0.0664284339086526,-0.041650772857518774,0.01127943543121374,-0.03034237520505654,-0.07699040088278376,0.03258445344068039,-0.015614014172126298,0.009703133415029788,0.00045426166973150546,0.0073818552062326626,-0.0027793100683546237,-0.016949749955198296,-0.002406484310098281,0.017719239243454987,0.02209071769531128,-0.011925549223721897,-0.0006500248908569811,-0.014475044863120949,0.008933957606429933,0.0033575663825410633,-0.0005240696302332779,0.0038533116371014865,0.003424270157949692,-0.0014193848866203903,-0.0018345611445733758,0.0011858112849549498,-0.0021241725993488398,-0.0013901235742832113,0.00027076698051916454,-7.96626896149751e-05,-1.5556068137752197e-05,-0.00037267794290897174,-0.000828954582957021,-0.0005154718280520649,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742A,143762,-0.03782355952570825,0.03180204003560636,-0.05538009054572224,0.08037291238465749,0.012368404348392108,0.0008924651377558481,0.016980230088887063,0.03127639662961924,0.016934068147393806,0.01395034719005739,-0.03961689557938377,-0.0043263237625157285,0.01437399812105019,-0.0055951691034070465,9.352843453520523e-05,0.012584205068307935,0.014876273343603131,0.022874462039883237,-0.010898999707139213,-0.011832018187405523,-0.0013566343997418152,0.0016817500440389757,-0.021278501290224395,-0.000643473172415519,0.009998281539170775,-0.0017960559162464203,0.006206897151195903,0.0057254899678583675,0.00021599904993049467,0.0024661384524736823,0.00015766234576369695,-0.0005468290378233738,-9.983075293932178e-05,-0.00020291619000396656,-0.0003675131053378215,6.268427580679823e-05,-0.00011352773559595963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742B,143763,-0.07910463314893063,0.05301735220803773,-0.026634808042978332,-0.03691553793166217,-0.005545592705867589,0.02297015483560274,-0.03659972808818573,0.013852604019354613,-0.04208342609426026,0.010477361925847755,-0.009792944088335651,-0.019485642107507195,-0.04018915192584514,-0.004649762718878941,0.0011210295905273576,0.0417298003714968,0.029068969735981304,0.01066746108043854,-0.008135072216830965,0.009268651196897081,-0.004769485525838645,-0.0005377212979278912,-0.004287237585411539,0.0024847937233378778,-0.0002872304179729241,-0.0002565920159547597,0.0008401367616027977,0.004532399265421986,0.001859310133650613,0.003914174816772323,-0.003255585674035075,-0.0004982394133944041,0.0008056888625009741,0.0006253909151495157,-0.00018715478728982237,0.0005129361096034433,-4.0541207228602425e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742C,143764,-0.1182432600675808,0.0953107016680078,0.028756276716754323,-0.025652998593065246,-0.01005270815017726,-0.025588055708504316,0.012504067919642889,0.004634053922918885,0.02298482292242769,-0.015929015732579013,-0.006041651854613989,-0.031225026048469384,-0.04239378655810694,-0.0033614601080697343,-0.007092824015706152,-0.005262609590611952,0.014072199000169889,0.02647145271878387,-0.017035224850226804,-0.0109127328340743,0.00956030036948325,0.0009883283591660187,0.011349952923180723,-0.005963159384798834,-0.0009089177395568263,-0.001951162969598472,-0.003439925999636625,-0.0007103474108055372,-0.005035193946457224,-0.0004884459886580528,0.0029254417118893513,-0.002819247197705203,-0.0013457603028932319,0.0005308861101161608,-0.0010109011654990923,-0.00010563544035606738,-0.00014339160958252973,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745A,143765,-0.061914777511210536,0.028191036364336376,-0.0026260999281753124,-0.0016223507246415593,-0.01432901165904719,0.024226819159280065,0.024794331633721012,-0.009003194427974872,-0.011888808943283521,0.006946906705735583,-0.011008482629024693,0.012814316603754447,0.004073645809831547,-0.0015904326984073965,0.0028356249691536546,0.008936123385699147,0.006893744693503542,-0.004619246126018786,-0.0010705024166989066,-0.0012928239707114266,0.0032161535039348745,-0.007243234833507773,0.005627674302609605,0.008685119229082314,-0.0008184817572322754,0.004670755375193941,0.001956754574333438,0.0029704608634201143,0.0012032552709050962,-0.0036134625464149675,-0.003643624998819249,0.0003042740405872773,0.002117175211498886,0.002831848084813038,-0.004233956388053699,0.0009664463786633768,0.00021569325867262115,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745B,143766,-0.052432704257575624,-0.026794381443909783,-0.0019320437968051018,0.0036279931130510294,0.020881969256290166,-0.01093603469596108,-0.036571666732342335,-0.019969230007350063,0.003448581250149811,-0.002068536697467481,0.007870760281156429,0.006777878139558399,0.010849968148763453,-0.010283821035344832,-0.010066931282473332,-0.010790178690743522,0.007335326528910578,0.012723240229478799,-0.00239034851281403,-0.0076996307174030665,0.0029850524768492985,-0.006652829240773966,-0.010280352936041922,0.003870463820378702,-0.010492677686610358,-0.002271569271763881,-0.00102836287703476,0.0021308008179308706,0.0006239191645041831,0.004632280965980994,0.0018723182026871162,-0.0014917065591413764,0.0026722241328389616,0.0009107914553627654,0.0002949562122445921,0.0010919560985870591,0.0008077198727038183,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748A,143768,-0.07196498051400793,0.032469532561812724,-0.008738560936379067,0.021126758110678746,-0.009086840517189387,0.03263932571306724,0.025023114301532128,-0.010739355707908503,-0.013667202097316406,0.00902724345204863,0.007406553945139791,-0.007579929690151563,0.00880457560306776,-0.00882474148543117,-0.014149023313145338,0.0002063373714365808,0.0025680703995858848,-0.02037402732969461,-0.010758671299432823,0.009323168633083285,-0.0017565081732881511,0.0045319612789402105,-0.004101199981677799,-0.008285670371337485,-0.0026912718619454346,0.0013224705081303126,0.00010460781576412984,0.006707771853991519,0.00010773609712332368,0.0015339614351815402,0.006304376671934501,0.003605442344301433,-0.0027618507747845223,-0.0011703266922469234,-0.0021734349074529723,7.425236702950812e-05,0.0013931352384908165,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748B,143769,-0.05682342607845219,-0.0377934500479042,0.008388330842637848,-0.030641118367101157,-0.023646170989382077,0.029844718820320085,-0.02459443591681867,-0.047411301921417175,0.009459117816976635,-0.004103881783946534,0.009977281057296297,0.003730935357683943,0.016280825519103013,0.0027495055816748777,-0.0019022961655395514,0.00363455822705717,0.008526172572478554,0.0227612385999555,0.004252953430093817,0.0004456456020461934,-0.01116383102100232,-0.0027767452231360853,-0.001923661331368848,-0.006691011598491143,0.009058322253594006,0.0006597405433954045,-0.0032980324863411572,0.0009072104807609139,-0.0006575874535199092,0.004620973320629022,0.0015843528525242782,0.0006569590192058159,-0.001921871858622839,0.0017022470253504026,0.00010924038251067875,0.0008466105521527855,0.00047722755909558156,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78A,143771,0.2607982869298252,0.05985310768660067,0.029836061324985848,0.0887308399504003,-0.15513686102743424,-0.02587450358093638,-0.05600386002965512,0.027941681506815325,-0.05109265467651931,0.010012997746391167,0.02546085903052763,0.009573878157538383,0.0018547534636092872,6.692144811147886e-05,0.03052216563372108,0.006486826390610988,0.002114137408280193,-0.01333130355729024,-0.000821422602749753,-0.022004349712964867,0.006470339211472795,0.0017750365101911905,0.005457727859963058,0.00030212026008745495,0.0019004027204191844,-0.002314530520352931,0.0012335923815799572,0.00038926423887242315,0.0008421988835087561,0.0008837865625543259,0.0010974808638499697,2.8054608692572392e-05,-0.0002355001527920537,-0.00035874122458786825,-0.0005965940015041627,-0.00040553207235732164,-0.00020316323140490012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83A,143776,-0.09936028462193637,-0.08871322679901228,0.005287427099144433,0.07464849762220933,0.05434974453463756,-0.02138286071971214,-0.009896381198755874,0.013268681304362089,-0.005372978781656136,0.002986828350367618,0.006325277642089349,0.008528483143719201,0.009270206902886869,0.024533570585151532,0.003906156129211205,0.0012040130966517687,0.03224384831816201,0.005116164370677782,0.01732102648234033,-0.004246679794461982,0.0016918124784951758,0.013988589771434308,0.0052695220977162895,0.005383560341432334,0.00044408563736239945,-0.00021403659033829376,0.0030449750881093693,-0.00046721181427289475,0.0027428059788068945,-0.002802684775445071,0.0003782177342708716,0.000344602500877346,-0.00018823241788830643,0.0005873954386931188,0.0011405453639060498,-5.600976040986119e-05,0.00022610820027324602,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83B,143777,-0.14575711264187696,-0.08185913662846163,0.09696674654376478,-0.012236653742068076,-1.9210192509102616e-05,-0.020120202416657143,0.01134507543608767,-0.03275974561439672,-0.05147049216426008,-0.010933483032128266,-0.003643730729941873,-0.008010135153594618,-0.00039486408499934126,0.009243750664776538,0.011325793536107154,-0.010616811170742844,0.029322796951829842,-0.0031568007464240085,0.010772822672858607,-0.010397698068039403,0.009997752444514054,-0.0087767912496081,0.0027950047302840353,-0.0021601632595445587,0.0011251158557251798,0.005094624553237645,0.0031903184031174168,-0.00643039134180771,0.0022844042100825562,0.0020173614910914545,0.0019701059663314487,-0.001115464374193636,0.0012057922168857134,-0.00024657522953368185,-9.116571200464777e-05,0.0006572821729562607,0.0003941408067280476,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10B,143629,0.2591607264142202,-0.14624523897205854,0.05948161037168144,-0.10429828459062185,-0.029573017382668536,-0.04653842834746638,0.03518004763920687,-0.009436733253296617,-0.03940728840902601,-0.03511605064226667,-0.01729720838322464,-0.02799201826148157,-0.014694150208827523,-0.006013414469839434,0.0033090443800982135,0.0025137206438978223,0.014918876852401989,0.009454183502885917,0.008386533666132723,0.0038315829133959123,0.00886982774516277,0.0008242378900185846,-0.0015104584546929123,-0.0022242394057811745,-0.0016470497875802903,-0.00703636616530112,0.0007322135430085991,-0.0012841999872543546,-0.0016043835168106136,-0.0018026641485274814,0.0006075027126392468,0.0014720526752871838,5.0231488637862195e-05,0.00028107437391682613,5.757658417647443e-05,-0.00013212976516173276,-0.00018757224736589833,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10C,143630,0.33067396109996466,0.12519041251425622,0.027699667743379345,-0.0317226486411746,0.03463971549101199,-0.005316250645763065,0.017746938382100366,0.012467212905684283,0.02157232697862789,-0.03961120238567469,-0.054086219070692824,0.029031385183998913,0.013624031667971296,-0.025273922716995006,0.01628104866622115,0.01398301412363421,0.017637392375934896,-0.016385864447709144,0.003573975215758865,-0.004606993423381137,0.004987371008633434,0.002217274853913393,0.0039056594750594216,-0.007982726588461197,0.0022820796650900393,-0.0009617907642243391,-0.0032072664421974543,0.0007608266624838371,-0.001824782727724717,-5.178772595144966e-05,0.00027741685403512886,-0.0003116212958757524,0.00014990373301023278,0.0006989453881917922,-0.00016288394554745978,-6.841716731314579e-05,-1.3315024862365746e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221C,143642,0.33189346531716957,-0.05701091283597611,0.0473786136434811,-0.06950516827996205,-0.001914471385022084,-0.02716519586941063,-0.016944233903377827,-0.1393313786301675,0.017330542542772547,-0.012398275760719656,-0.007831431915539195,0.03286822888007968,0.00021386030963149174,0.001983081479361296,-0.008974233338900598,0.010089037365793838,-0.016973912995870904,0.0029978837294850048,-0.0043243883399507145,0.002353140776132256,-0.0001570258622862048,-0.003579772541193765,0.0012193696239161242,0.0007386202094158539,0.0022326038532127185,0.0025444304464337657,0.002579786981470884,0.0006071353163041657,0.0016708753348507648,0.0016501380183982488,-2.1659385385013663e-05,-0.0005965379324708833,-7.625488247906843e-06,0.00013029662802935705,9.223416329217435e-05,0.00011159509428295664,0.0001513617734117683,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255C,143651,0.07080489684021626,0.07245301309257801,0.021972689946830055,-0.01142642594549017,-0.09531072232424947,0.011177872716870457,-0.013239787155271104,0.053872118707264945,-0.03678777627493136,0.003878835005023895,-0.05851744700202761,0.027821312186573122,0.015199629483249074,0.03739203592811094,-0.03746355142192174,0.010042337344399927,-0.016977188845931537,0.002860233074325695,-0.015867941177752965,-0.007618736838494637,-0.006566266539279812,-0.010331713586735632,-0.009568758050647075,0.0004728636409824026,0.0005180694655916833,-2.9766183401545106e-05,8.973355455692312e-05,-0.00023064223311324638,0.0006809101376357192,3.191717472200224e-05,-0.0009854389074087826,0.000133920585017491,-0.0002446553445878183,0.0004345247716290791,0.0002481860830553077,0.00010388379680329708,3.186067038280815e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146A,143673,0.1951418017781194,0.08241560023463519,0.05582777349707205,0.04145559713112693,-0.04600401098104491,0.057057240681694085,0.025182174435286794,-0.005195825944138113,0.014889057642781561,-0.01335282314494787,0.0010003608499421608,-0.04852964619646968,0.01192633507131145,-0.002224976601023808,-0.015564060007621896,0.004070751824661438,-0.0029216344469069713,-0.020770349620581288,0.009650316999806464,-0.013075147784298831,0.005653729569394551,0.01184926301554816,-0.006957819497078682,-0.007515874732555213,0.00863906791439037,0.00328400237851517,-7.283947531331938e-05,0.0018602901064121878,0.00033774935175088133,0.0018357560125065076,-0.0006573056614023542,0.0011985897799216849,0.0002093018637362527,0.0011981540023829895,-0.00016419451701985983,0.0003157952185252899,0.00042277862616119793,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146B,143674,-0.04608781325666851,-0.16884598057264477,-0.08007796116329667,0.026367298976168824,-0.01770438562135847,-0.03981357020688511,0.0316550849301568,0.009170934698415352,-0.005253896427501465,0.009700765947043112,-0.005786632972148054,0.0010028718736693509,-0.0050724417194429085,-0.011146131706667397,0.002409885552003086,-0.008270939391059787,-0.007660266826543999,-0.0017401438448899325,-0.007770838242686901,-0.0007963483134170027,-0.0016060817716561742,-0.002909769145148988,0.0005607005061599921,-0.0038855875077026623,-0.00021235706126339641,-0.008770592360637807,0.0031221910272086944,-0.0007832833623314719,-0.0010352082297630874,-0.0010094786683034823,-0.003570399185882212,0.007291606581954546,0.00316496411579825,-0.0011790071651958493,0.0021231880917715043,0.00035981508897497093,0.0007477231800675167,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160C,143681,-0.07286015740044025,-0.13258815702289573,-0.019226454569396763,-0.05256400765816402,0.035613622853606995,-0.04274981611939977,-0.007778991760692315,0.04128240119520063,-0.021758435904555437,0.0045254518207515654,-0.015944558438073256,-0.02745124374375108,0.004150976062854181,-0.018346159718720084,-0.0018942588646905676,-0.012489837420144836,-0.013471485689894131,0.0028361191250440777,0.0006773182669491167,-0.0059602440982384815,-0.0074958626406733285,0.0004929673814006441,-2.469352007604413e-06,0.01127769441211318,0.0026718709898160436,0.0019491717422501916,-0.008132857631487174,0.00348976855334895,-0.0017937953080767969,-0.0018756127160961828,0.0017266090251712568,0.00010044580277437342,-0.0013502701462777163,0.0007280282557989589,0.0004259067658369873,-0.000740557282066774,-0.00030855216700349884,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34B,143707,0.14123959384766588,-0.12833678307285604,0.08866066181635117,-0.12392262449199899,-0.04530707715210252,-0.026680039791717028,-0.004880197525178983,0.05022905183102204,0.06330380904478503,0.029477623827307353,0.0007456377011663538,-0.022756466637765115,-0.0005179572759340808,0.0259407937992559,0.0037804402581277036,-0.00020755116694495956,0.010440152440790685,-0.010695506506092531,-0.016412460951086744,-0.008111324043359612,-0.010150179107040636,-0.009746554020017104,-0.0011086853531627236,-0.0009407685256758484,0.0011490991764882025,0.001093926852420318,1.360024996560503e-05,0.0005420512649116967,0.0006360147103772194,0.001357107390693792,-0.0007987202313013694,-0.0010563686871428895,5.248683971470489e-05,-5.024305731371847e-05,-2.8852338873939476e-05,4.7433317447509866e-05,0.00019282401514972956,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
